"","endTime","artistName","trackName","msPlayed"
"1866","2022-10-12 21:15","Kendrick Lamar","Rich Spirit",1973
"1867","2022-10-12 21:19","Millie Turner","Swimming Pool",223853
"1868","2022-10-12 21:23","MICHELLE","THE BOTTOM",219833
"1869","2022-10-12 21:26","Rhys Lewis","Waking Up Without You",198160
"1870","2022-10-12 22:14","Foxwarren","Sunset Canyon",260090
"1871","2022-10-12 22:18","Lily Allen","Fuck You",219893
"1872","2022-10-12 22:19","Duke & Jones","Jiggle Jiggle",97208
"1873","2022-10-12 22:20","MARINA","Bubblegum Bitch",60114
"1874","2022-10-12 22:20","Ellie Goulding","Lights - Sped Up Version",2972
"1875","2022-10-12 22:24","Cher","Believe",239026
"1876","2022-10-12 22:28","Matt Maeson","Hallucinogenics - Stripped",187173
"1877","2022-10-12 22:29","Bendigo Fletcher","No Smoke",1811
"1878","2022-10-12 22:29","Caamp","By and By",65968
"1879","2022-10-12 22:29","The Greeting Committee","Pull It Together",3343
"1880","2022-10-12 22:29","John Vincent III","Next to You",2368
"1881","2022-10-12 22:32","The Lumineers","REPRISE",208413
"1882","2022-10-12 22:52","The Backseat Lovers","Pool House",269411
"1883","2022-10-12 22:56","City and Colour","Lover Come Back",234698
"1884","2022-10-12 22:57","Grady","CAN YOU HEAR THE MOON",2670
"1885","2022-10-12 22:57","Ceramic Animal","All My Loving",2391
"1886","2022-10-12 22:57","THE DRIVER ERA","A Kiss",69170
"1887","2022-10-12 22:58","Slow Pulp","At Home",5247
"1888","2022-10-12 22:58","Built To Spill","Liar",2229
"1889","2022-10-12 22:58","Lawrence","Don't Lose Sight",9775
"1890","2022-10-12 22:58","Opia","Beverly Blues",5503
"1891","2022-10-12 22:58","Built To Spill","Carry the Zero",4272
"1892","2022-10-12 22:58","Nilüfer Yanya","the dealer",3506
"1893","2022-10-12 23:03","Electric Guest","This Head I Hold",4458
"1894","2022-10-12 23:03","Peach Pit","Up Granville",34644
"1895","2022-10-12 23:03","Del Water Gap","Chastain",3993
"1896","2022-10-12 23:03","Tyler Childers","Whitehouse Road",280786
"1897","2022-10-12 23:03","The Marías","Clueless",6176
"1898","2022-10-13 00:06","Electric Guest","Waves",186106
"1899","2022-10-13 00:07","Ameer Vann","Emmanuel",40926
"1900","2022-10-13 00:09","Ameer Vann","IDFIATOK",117366
"1901","2022-10-13 00:09","$uicideboy$","Paris",1764
"1902","2022-10-13 00:09","Tyler Childers","Charleston Girl (Live)",1553
"1903","2022-10-13 00:09","$uicideboy$","Kill Yourself (Part III)",0
"1904","2022-10-13 00:10","Dorothy","Pretty When You’re High",3970
"1905","2022-10-13 00:10","Pinegrove","Angelina",91997
"1906","2022-10-13 00:10","Pinegrove","Angelina",1555
"1907","2022-10-13 00:11","Kacey Musgraves","Slow Burn",2043
"1908","2022-10-13 00:11","Alann8h","My Mind Is a Maze",5851
"1909","2022-10-13 00:13","extremely bad man","Bombae Lemonade",125666
"1910","2022-10-13 00:16","Charlie Puth","Light Switch",185680
"1911","2022-10-13 00:16","Sufjan Stevens","Back To Oz",6544
"1912","2022-10-13 00:18","BROCKHAMPTON","WINDOWS (feat. SoGone SoFlexy)",138298
"1913","2022-10-13 00:29","BROCKHAMPTON","WINDOWS (feat. SoGone SoFlexy)",5872
"1914","2022-10-13 00:33","BROCKHAMPTON","WINDOWS (feat. SoGone SoFlexy)",227018
"1915","2022-10-13 00:33","Death Grips","Bass Rattle Stars Out The Sky",4435
"1916","2022-10-13 00:35","Seu Jorge","Rebel Rebel",165467
"1917","2022-10-13 00:39","T-Pain","Dan Bilzerian (feat. Lil Yachty)",5538
"1918","2022-10-13 00:39","Professor Caveman","Lemon Water",234872
"1919","2022-10-13 00:43","David Guetta","I'm Good (Blue)",5283
"1920","2022-10-13 00:43","Duckwrth","I'M DEAD",230632
"1921","2022-10-13 00:48","SG Lewis","Chemicals",254871
"1922","2022-10-13 00:51","Local News Legend","Bikes & Bonfires",203693
"1923","2022-10-13 00:55","Emotional Oranges","West Coast Love",215387
"1924","2022-10-13 00:59","Arctic Monkeys","505",253587
"1925","2022-10-13 01:04","Slaughter Beach, Dog","Acolyte",316468
"1926","2022-10-13 01:05","Post Malone","Too Young",29478
"1927","2022-10-13 01:05","Rich The Kid","Plug Walk",23555
"1928","2022-10-13 01:09","Alex Cameron","Far From Born Again",256240
"1929","2022-10-13 01:13","Passenger","Ain't No Sunshine (Cover)",230217
"1930","2022-10-13 01:16","Miles Kane","Come Closer",179240
"1931","2022-10-13 01:20","Dr. Dog","Where'd All the Time Go?",234800
"1932","2022-10-13 01:24","Gibbz","Stay for a While",223562
"1933","2022-10-13 01:29","Yellow Days","The Curse (feat. Mac Demarco)",305512
"1934","2022-10-13 01:31","snny","Young Boy",138421
"1935","2022-10-13 01:35","Deer Tick","Main Street",228627
"1936","2022-10-13 01:38","Foster The People","Houdini",202467
"1937","2022-10-13 01:42","Bibio","Pretty Ribbons And Lovely Flowers",257027
"1938","2022-10-13 01:43","Emotional Oranges","All That (feat. Channel Tres)",49483
"1939","2022-10-13 01:43","Caravan Palace","Dramophone",12864
"1940","2022-10-13 01:46","Pinegrove","No Drugs",168947
"1941","2022-10-13 01:49","Lil Nas X","TALES OF DOMINICA",146006
"1942","2022-10-13 01:52","Jay Prince","Father, Father",206769
"1943","2022-10-13 01:56","Peach Pit","Psychics in LA",206733
"1944","2022-10-13 01:59","J. Cole","KOD",191437
"1945","2022-10-13 02:03","Spillage Village","Voodoo",255053
"1946","2022-10-13 02:07","SupaSlo","Get Better",207125
"1947","2022-10-13 02:10","HYUKOH","Tokyo Inn",208690
"1948","2022-10-13 02:14","Manwolves","Reaper",212385
"1949","2022-10-13 02:16","Travis Bretzer","Hard to Find",156056
"1950","2022-10-13 02:20","Tears For Fears","Everybody Wants To Rule The World",251489
"1951","2022-10-13 02:22","Kanye West","Follow God",104591
"1952","2022-10-13 02:26","Amy Winehouse","Mr Magic (Through The Smoke)",235933
"1953","2022-10-13 02:30","Flume","Drop The Game",221895
"1954","2022-10-13 02:35","Glass Animals","The Other Side Of Paradise",320654
"1955","2022-10-13 02:40","The Lumineers","Stubborn Love",279000
"1956","2022-10-13 02:43","benny blanco","Eastside (with Halsey & Khalid)",173800
"1957","2022-10-13 02:47","Ohio Players","Love Rollercoaster",290160
"1958","2022-10-13 02:52","Tom Misch","Disco Yes",280878
"1959","2022-10-13 02:57","Goth Babe","Her Vacation",266041
"1960","2022-10-13 03:01","Sufjan Stevens","Back To Oz",252053
"1961","2022-10-13 03:04","No Suits","Blue Jeans",189247
"1962","2022-10-13 03:09","The Shins","Painting a Hole",284467
"1963","2022-10-13 12:41","Anderson .Paak","Saviers Road",74153
"1964","2022-10-13 13:54","Hot Flash Heat Wave","Gutter Girl",29930
"1965","2022-10-13 13:55","Aretha Franklin","You Send Me",1770
"1966","2022-10-13 13:55","Birdy Nam Nam","Goin' In - Skrillex ""Goin' Hard"" Mix",51110
"1967","2022-10-13 13:58","Duke Ellington","Perdido - Remastered - Take 1",187733
"1968","2022-10-13 14:02","Alice Phoebe Lou","Witches",195078
"1969","2022-10-13 14:07","Louis Armstrong","All That Meat And No Potatoes",314573
"1970","2022-10-13 14:08","Hope Tala","Party Sickness",64174
"1971","2022-10-13 14:11","Whethan","Win You Over",209490
"1972","2022-10-13 14:16","The Backseat Lovers","Kilby Girl",282205
"1973","2022-10-13 14:17","Local News Legend","Bikes & Bonfires",45873
"1974","2022-10-13 14:20","Paramore","This Is Why",207652
"1975","2022-10-13 14:24","Sure Sure","Warm Animal",211146
"1976","2022-10-13 14:28","Foreign/National","Always Blue",244558
"1977","2022-10-13 14:29","Local News Legend","No Rehab!",84740
"1978","2022-10-13 14:33","The Happy Fits","Too Late",201257
"1979","2022-10-13 14:36","Daði Freyr","Think About Things",173385
"1980","2022-10-13 14:39","Great Time","Rushin'",227698
"1981","2022-10-13 14:43","BENEE","Find an Island",192613
"1982","2022-10-13 14:47","paranoid void","redo",241218
"1983","2022-10-13 14:51","Angélica Garcia","It Don't Hinder Me",259066
"1984","2022-10-13 14:54","Vundabar","Alien Blues",155933
"1985","2022-10-13 14:56","Yot Club","Fly Out West",160874
"1986","2022-10-13 14:59","Still Woozy","Foolsong",173166
"1987","2022-10-13 15:01","RAC","Passion",132746
"1988","2022-10-13 15:02","Magic City Hippies","Water Your Garden",62171
"1989","2022-10-13 15:06","Paramore","This Is Why",207652
"1990","2022-10-13 15:11","Paramore","Ain't It Fun",296520
"1991","2022-10-13 15:15","Paramore","When It Rains - Live at the Congress Theatre, Chicago, IL, 8/12/2008",243760
"1992","2022-10-13 15:23","Paramore","Future",470933
"1993","2022-10-13 15:27","Paramore","Grow Up",230906
"1994","2022-10-13 15:30","Paramore","Miracle",209746
"1995","2022-10-13 15:31","Paramore","This Is Why",55541
"1996","2022-10-13 15:34","Sam Smith","Unholy (feat. Kim Petras)",145635
"1997","2022-10-13 15:38","Lime Cordiale","Money",238180
"1998","2022-10-13 15:42","The Backseat Lovers","Just a Boy",250942
"1999","2022-10-13 15:45","Dana and Alden","Coconut Water",198627
"2000","2022-10-13 15:45","The Dip","Atlas",16021
"2001","2022-10-13 15:49","Barrie","Chinatown",192840
"2002","2022-10-13 15:51","Anna Bates","Holy Smokes (2021 Version)",156813
"2003","2022-10-13 15:55","Chelou","In the Meantime",201991
"2004","2022-10-13 15:59","Evenson","HOW CAN I SLEEP",267386
"2005","2022-10-13 16:02","JDM Global","Cake",167603
"2006","2022-10-13 16:04","Djo","End of Beginning",159245
"2007","2022-10-13 16:08","Garren Sean","Lavender Lemonade",213437
"2008","2022-10-13 16:10","Devon Again","HEAD",111653
"2009","2022-10-13 16:13","Good Luck Finding Iris","Fool for You",158000
"2010","2022-10-13 16:16","Deb Never","Funky",214760
"2011","2022-10-13 16:20","DACEY","BITTER",257083
"2012","2022-10-13 16:23","Flour","Brooke",163249
"2013","2022-10-13 17:40","Paramore","This Is Why",207652
"2014","2022-10-13 17:43","Djo","End of Beginning",159245
"2015","2022-10-13 17:47","Damian Ukeje","Chippin' In",215979
"2016","2022-10-13 17:48","Converge","I Won't Let You Go",108134
"2017","2022-10-13 17:48","Djo","End of Beginning",1021
"2018","2022-10-13 17:48","Damian Ukeje","Chippin' In",719
"2019","2022-10-13 17:49","Paramore","This Is Why",3390
"2020","2022-10-13 17:51","BLACKPINK","Typa Girl",2414
"2021","2022-10-13 17:51","Converge","I Won't Let You Go",2530
"2022","2022-10-13 17:51","Djo","End of Beginning",159245
"2023","2022-10-13 17:51","Damian Ukeje","Chippin' In",2608
"2024","2022-10-13 17:54","Sam Smith","Unholy (feat. Kim Petras)",156943
"2025","2022-10-13 17:55","David Guetta","I'm Good (Blue)",39531
"2026","2022-10-13 17:58","Kendrick Lamar","Rich Spirit",202285
"2027","2022-10-13 17:59","Millie Turner","Swimming Pool",38237
"2028","2022-10-13 20:55","Millie Turner","Swimming Pool",17740
"2029","2022-10-13 20:55","Paramore","This Is Why",905
"2030","2022-10-13 20:58","Djo","End of Beginning",159245
"2031","2022-10-13 21:02","Djo","Runner",258803
"2032","2022-10-13 21:04","Djo","Gloom",120808
"2033","2022-10-13 21:08","Djo","Half Life",227702
"2034","2022-10-13 21:08","Converge","I Won't Let You Go",5270
"2035","2022-10-13 21:08","Damian Ukeje","Chippin' In",4805
"2036","2022-10-13 21:10","Sam Smith","Unholy (feat. Kim Petras)",1462
"2037","2022-10-13 21:10","Millie Turner","Swimming Pool",2205
"2038","2022-10-13 21:10","David Guetta","I'm Good (Blue)",1462
"2039","2022-10-13 21:10","Kendrick Lamar","Rich Spirit",1091
"2040","2022-10-13 21:10","BLACKPINK","Typa Girl",119559
"2041","2022-10-13 21:14","MICHELLE","THE BOTTOM",219833
"2042","2022-10-13 21:17","Rhys Lewis","Waking Up Without You",198160
"2043","2022-10-13 21:30","Duke & Jones","Jiggle Jiggle",2716
"2044","2022-10-13 21:30","MARINA","Bubblegum Bitch",9102
"2045","2022-10-13 21:30","Foxwarren","Sunset Canyon",260090
"2046","2022-10-13 21:30","Lily Allen","Fuck You",11056
"2047","2022-10-13 21:34","Ellie Goulding","Lights - Sped Up Version",190053
"2048","2022-10-13 21:41","Asako Toki","HOME",291564
"2049","2022-10-13 21:42","Cher","Believe",56913
"2050","2022-10-13 21:43","Matt Maeson","Hallucinogenics - Stripped",43305
"2051","2022-10-13 23:53","Caamp","By and By",280794
"2052","2022-10-13 23:53","John Vincent III","Next to You",6540
"2053","2022-10-13 23:54","Bendigo Fletcher","No Smoke",79017
"2054","2022-10-13 23:54","The Greeting Committee","Pull It Together",2484
"2055","2022-10-13 23:54","City and Colour","Lover Come Back",2600
"2056","2022-10-13 23:54","Ceramic Animal","All My Loving",4806
"2057","2022-10-13 23:54","The Backseat Lovers","Pool House",1904
"2058","2022-10-13 23:54","The Lumineers","REPRISE",1996
"2059","2022-10-13 23:54","THE DRIVER ERA","A Kiss",1671
"2060","2022-10-13 23:58","Slow Pulp","At Home",4257
"2061","2022-10-13 23:58","Lawrence","Don't Lose Sight",5572
"2062","2022-10-13 23:58","Opia","Beverly Blues",5178
"2063","2022-10-13 23:58","Grady","CAN YOU HEAR THE MOON",182534
"2064","2022-10-13 23:58","Nilüfer Yanya","the dealer",2600
"2065","2022-10-14 00:01","Built To Spill","Liar",188313
"2066","2022-10-14 12:20","Real Estate","It's Real",28003
"2067","2022-10-14 12:21","Cloud Nothings","Forget You All The Time",32531
"2068","2022-10-14 12:25","Kevin Drew","Safety Bricks",234707
"2069","2022-10-14 20:00","Kevin Drew","Safety Bricks",4620
"2070","2022-10-14 20:02","Djo","End of Beginning",159245
"2071","2022-10-14 20:05","BLACKPINK","Shut Down",175889
"2072","2022-10-14 20:08","Rosa Walton","I Really Want to Stay at Your House",181809
"2073","2022-10-14 20:08","Sam Smith","Unholy (feat. Kim Petras)",2438
"2074","2022-10-14 20:08","BLACKPINK","Shut Down",1416
"2075","2022-10-14 20:08","Djo","End of Beginning",1648
"2076","2022-10-14 20:11","Djo","End of Beginning",159245
"2077","2022-10-14 20:12","BLACKPINK","Shut Down",75565
"2078","2022-10-14 20:45","Mötley Crüe","In The Beginning",6840
"2079","2022-10-14 20:47","Djo","End of Beginning",159246
"2080","2022-10-14 20:54","Djo","End of Beginning",159246
"2081","2022-10-14 22:43","R E L","Night City",1857
"2082","2022-10-14 22:43","Rosa Walton","I Really Want to Stay at Your House",1044
"2083","2022-10-14 22:43","NEO JAPONISM","Subliminal",534
"2084","2022-10-14 22:43","MAGNAVOLT","Prime Complex",1602
"2085","2022-10-14 22:43","VALORANT","Fire Again",2043
"2086","2022-10-14 22:43","BLACKPINK","Pink Venom",164699
"2087","2022-10-14 22:43","Aligns","Trauma",4992
"2088","2022-10-14 22:43","Lexie Liu","SHADOW",2902
"2089","2022-10-14 22:43","SAMURAI","Chippin' In",1346
"2090","2022-10-14 22:43","SRNDE","Eye In The Sky (Danko Edit)",2159
"2091","2022-10-14 22:46","R E L","Night City",193431
"2092","2022-10-14 22:47","Brannco","Show You",53407
"2093","2022-10-14 22:47","Namakopuri","User Friendly",7987
"2094","2022-10-14 23:20","CASUAL","That Special Something",142258
"2095","2022-10-14 23:25","NYXX","Voodoo",259800
"2096","2022-10-15 03:11","Destryur","Into the Beyond",159802
"2097","2022-10-15 03:11","Marcin Przybyłowicz","Cyberwildlife Park",4667
"2098","2022-10-15 03:12","PIGGS","Piggy",2205
"2099","2022-10-15 03:12","Faderhead","Know Your Darkness",60882
"2100","2022-10-15 03:13","Yuri Petrovski","The Cyberpunk Runner",25031
"2101","2022-10-15 13:45","DON BROCO","Technology",6480
"2102","2022-10-15 17:56","BAND-MAID","Turn me on",139
"2103","2022-10-15 17:56","Thornhill","Raw",26530
"2104","2022-10-15 17:59","Aligns","Friday Night Fire Fight",214700
"2105","2022-10-15 18:01","DON BROCO","Technology",114615
"2106","2022-10-15 18:06","NEO JAPONISM","Subliminal",289746
"2107","2022-10-15 18:10","Damian Ukeje","Chippin' In",215979
"2108","2022-10-15 18:13","SAMURAI","Chippin' In",213983
"2109","2022-10-15 18:17","Thornhill","Raw",222386
"2110","2022-10-15 18:20","花冷え。","NEET GAME",169500
"2111","2022-10-15 18:23","VALORANT","Fire Again",206776
"2112","2022-10-15 18:27","Grimes","Delicate Weapon",230270
"2113","2022-10-15 18:30","MKJ","Like A Psycho - Roanin Remix",168000
"2114","2022-10-15 20:36","NEO JAPONISM","Twilight Night",5387
"2115","2022-10-15 20:36","KEYMAK","Escape",48601
"2116","2022-10-15 20:37","Dawid Podsiadło","Let You Down",71494
"2117","2022-10-15 20:38","Rosa Walton","I Really Want to Stay at Your House",43932
"2118","2022-10-15 20:39","Rosa Walton","I Really Want to Stay at Your House",626
"2119","2022-10-15 20:39","NEO JAPONISM","Twilight Night",650
"2120","2022-10-15 20:39","Jetique","Stopping You",4806
"2121","2022-10-15 20:39","Jetique","Stopping You",6013
"2122","2022-10-15 20:39","KEYMAK","Escape",557
"2123","2022-10-15 20:39","Dawid Podsiadło","Let You Down",626
"2124","2022-10-15 20:39","SENSE","Trust In Me",9218
"2125","2022-10-15 20:39","MKJ","Like A Psycho - Roanin Remix",2043
"2126","2022-10-15 20:39","Lexie Liu","SHADOW",534
"2127","2022-10-15 20:39","Lexie Liu","SHADOW",8893
"2128","2022-10-15 20:39","SRNDE","Eye In The Sky (Danko Edit)",54148
"2129","2022-10-15 20:39","SRNDE","Eye In The Sky (Danko Edit)",743
"2130","2022-10-15 20:40","Grimes","Delicate Weapon",4852
"2131","2022-10-15 20:42","VALORANT","Fire Again",163677
"2132","2022-10-15 20:42","花冷え。","NEET GAME",1044
"2133","2022-10-15 20:42","Thornhill","Raw",1555
"2134","2022-10-15 20:45","MKJ","Like A Psycho - Roanin Remix",168000
"2135","2022-10-15 20:48","KEYMAK","Escape",198790
"2136","2022-10-15 20:54","Rosa Walton","I Really Want to Stay at Your House",1602
"2137","2022-10-15 20:54","NEO JAPONISM","Twilight Night",55934
"2138","2022-10-15 20:54","Dawid Podsiadło","Let You Down",1021
"2139","2022-10-15 20:55","KEYMAK","Escape",70263
"2140","2022-10-15 20:55","NEO JAPONISM","Subliminal",2159
"2141","2022-10-15 20:55","VALORANT","Fire Again",1648
"2142","2022-10-15 20:55","MKJ","Like A Psycho - Roanin Remix",696
"2143","2022-10-15 20:55","花冷え。","NEET GAME",22639
"2144","2022-10-15 20:55","Damian Ukeje","Chippin' In",1578
"2145","2022-10-15 20:55","Thornhill","Raw",6501
"2146","2022-10-15 20:55","Grimes","Delicate Weapon",1857
"2147","2022-10-15 20:55","SAMURAI","Chippin' In",1695
"2148","2022-10-15 20:59","NEO JAPONISM","Subliminal",9361
"2149","2022-10-15 20:59","DON BROCO","Technology",216533
"2150","2022-10-15 21:00","BAND-MAID","Turn me on",7128
"2151","2022-10-15 21:00","Aligns","Friday Night Fire Fight",1091
"2152","2022-10-15 21:00","NEO JAPONISM","Subliminal",789
"2153","2022-10-15 21:00","Damian Ukeje","Chippin' In",22685
"2154","2022-10-15 21:00","DON BROCO","Technology",1346
"2155","2022-10-15 21:03","Aligns","Friday Night Fire Fight",214700
"2156","2022-10-15 21:51","DON BROCO","Technology",216533
"2157","2022-10-15 21:53","NEO JAPONISM","Subliminal",99719
"2158","2022-10-16 00:06","NEO JAPONISM","Subliminal",10463
"2159","2022-10-16 00:07","Damian Ukeje","Chippin' In",5075
"2160","2022-10-16 00:07","SAMURAI","Chippin' In",43527
"2161","2022-10-16 00:10","花冷え。","NEET GAME",19119
"2162","2022-10-16 00:10","Thornhill","Raw",160834
"2163","2022-10-16 00:14","VALORANT","Fire Again",206777
"2164","2022-10-16 00:17","Grimes","Delicate Weapon",230270
"2165","2022-10-16 00:20","MKJ","Like A Psycho - Roanin Remix",168000
"2166","2022-10-16 00:23","NEO JAPONISM","Twilight Night",7769
"2167","2022-10-16 00:23","KEYMAK","Escape",160311
"2168","2022-10-16 00:27","Rosa Walton","I Really Want to Stay at Your House",10356
"2169","2022-10-16 00:27","Dawid Podsiadło","Let You Down",227047
"2170","2022-10-16 00:28","SRNDE","Eye In The Sky (Danko Edit)",73852
"2171","2022-10-16 06:31","Lexie Liu","SHADOW",135742
"2172","2022-10-16 15:52","BAND-MAID","Turn me on",2066
"2173","2022-10-16 15:52","Aligns","Friday Night Fire Fight",6292
"2174","2022-10-16 15:52","Yuri Petrovski","The Cyberpunk Runner",22941
"2175","2022-10-16 15:52","Franz Ferdinand","This fffire - New Version",952
"2176","2022-10-16 15:52","Lexie Liu","SHADOW",4226
"2177","2022-10-16 15:53","The Armed","Night City Aliens",34017
"2178","2022-10-16 15:53","The Oklahoma Kid","Melt into You",9543
"2179","2022-10-16 15:56","Signal Void","Find You",163816
"2180","2022-10-16 15:57","Signal Void","Find You",11192
"2181","2022-10-16 15:57","MAGNAVOLT","Edgerunner",71424
"2182","2022-10-16 16:23","花冷え。","NEET GAME",25040
"2183","2022-10-16 16:24","Paul Leonard-Morgan","The Sacred And The Profane",55050
"2184","2022-10-16 16:27","SRNDE","Eye In The Sky (Danko Edit)",162580
"2185","2022-10-16 16:30","MAGNAVOLT","Prime Complex",210461
"2186","2022-10-16 16:32","The Armed","Night City Aliens",119527
"2187","2022-10-16 16:36","Zjednoczenie Soundsystem","Siła Mikrofonu feat. King General",223653
"2188","2022-10-16 16:38","NYXX","Voodoo",160166
"2189","2022-10-16 16:40","P.T. Adamczyk","The Rebel Path",87360
"2190","2022-10-16 16:43","my!lane","This Feeling",163829
"2191","2022-10-16 16:45","GESES","I'M SO DONE",133639
"2192","2022-10-16 22:29","my!lane","This Feeling",0
"2193","2022-10-16 22:32","Paramore","This Is Why",207652
"2194","2022-10-16 22:35","BLACKPINK","Typa Girl",2670
"2195","2022-10-16 22:35","Converge","I Won't Let You Go",2345
"2196","2022-10-16 22:35","Djo","End of Beginning",159245
"2197","2022-10-16 22:35","Damian Ukeje","Chippin' In",1670
"2198","2022-10-16 22:37","Sam Smith","Unholy (feat. Kim Petras)",120209
"2199","2022-10-17 00:36","Lil Nas X","STAR WALKIN' (League of Legends Worlds Anthem)",210575
"2200","2022-10-17 00:38","Lil Nas X","THATS WHAT I WANT",143901
"2201","2022-10-17 00:42","Lil Nas X","INDUSTRY BABY (feat. Jack Harlow)",212352
"2202","2022-10-17 00:44","Lil Nas X","MONTERO (Call Me By Your Name)",137704
"2203","2022-10-17 00:47","Lil Nas X","Old Town Road - Remix",157066
"2204","2022-10-17 00:48","Lil Nas X","INDUSTRY BABY (feat. Jack Harlow)",64751
"2205","2022-10-17 00:50","Lil Nas X","HOLIDAY",154997
"2206","2022-10-17 00:51","Lil Nas X","Old Town Road",2832
"2207","2022-10-17 00:51","Lil Nas X","Late To Da Party (F*CK BET) (feat. YoungBoy Never Broke Again)",18071
"2208","2022-10-17 00:52","Lil Nas X","Panini",105186
"2209","2022-10-17 00:55","Lil Nas X","LOST IN THE CITADEL",170322
"2210","2022-10-17 01:05","Lil Nas X","TALES OF DOMINICA",146005
"2211","2022-10-17 01:07","Lil Nas X","TALES OF DOMINICA",146005
"2212","2022-10-17 01:09","Lil Nas X","SUN GOES DOWN",124721
"2213","2022-10-17 13:02","Northlane","Echo Chamber",5031
"2214","2022-10-18 14:11","Lil Nas X","SUN GOES DOWN",6594
"2215","2022-10-18 14:11","Paramore","This Is Why",1300
"2216","2022-10-18 14:11","my!lane","This Feeling",0
"2217","2022-10-18 14:12","Djo","End of Beginning",81618
"2218","2022-10-18 14:16","Paramore","This Is Why",207652
"2219","2022-10-18 14:28","my!lane","This Feeling",123522
"2220","2022-10-18 14:29","Vundabar","Alien Blues",1323
"2221","2022-10-18 14:31","Flycatcher","Torn",177453
"2222","2022-10-18 19:52","Mom Jeans.","Death Cup",276000
"2223","2022-10-18 19:53","Mk.gee","I Know How You Get",47260
"2224","2022-10-18 19:56","Sure Sure","Warm Animal",211146
"2225","2022-10-18 19:57","Angélica Garcia","It Don't Hinder Me",3274
"2226","2022-10-18 19:57","Rayland Baxter","Small Worlds",11261
"2227","2022-10-18 19:57","Nané","Always On My Mind",2693
"2228","2022-10-18 19:57","Beach Fuzz","Join the Club",1764
"2229","2022-10-18 19:57","Mac Miller","Programs",34833
"2230","2022-10-18 20:00","PWR BTTM","Dairy Queen",145519
"2231","2022-10-18 20:04","Snarls","Marbles",1393
"2232","2022-10-18 20:04","Peach Pit","Puppy Grin",3157
"2233","2022-10-18 20:04","Bakar","Hell N Back",2972
"2234","2022-10-18 20:04","Halsey","Finally // beautiful stranger",3204
"2235","2022-10-18 20:04","The White Stripes","Blue Orchid",0
"2236","2022-10-18 20:04","Childish Gambino","I. The Worst Guys",1741
"2237","2022-10-18 20:04","Saint Motel","Sweet Talk",2298
"2238","2022-10-18 20:04","Oso Oso","gb/ol h/nf",2577
"2239","2022-10-18 20:04","Geowulf","Saltwater",236472
"2240","2022-10-18 20:04","BENEE","Find an Island",1811
"2241","2022-10-18 20:04","Harry Styles","Cherry",2716
"2242","2022-10-18 20:04","Hippo Campus","baseball",3831
"2243","2022-10-18 20:07","Dua Lipa","Don't Start Now",183290
"2244","2022-10-18 20:08","Local News Legend","Bikes & Bonfires",24074
"2245","2022-10-18 20:09","Local News Legend","No Rehab!",47554
"2246","2022-10-18 20:12","BENEE","Supalonely",223480
"2247","2022-10-18 21:23","HUNNY","Televised",194716
"2248","2022-10-18 21:24","Goth Babe","The River",48672
"2249","2022-10-18 21:24","BETWEEN FRIENDS","affection",13630
"2250","2022-10-18 21:28","BENEE","Afterlife",236760
"2251","2022-10-18 21:30","Dijon","Skin",126410
"2252","2022-10-18 21:31","Haruomi Hosono","ろっかばいまいべいびい - New ver.",17066
"2253","2022-10-18 21:31","Whethan","Stay Forever (feat. STRFKR)",7244
"2254","2022-10-18 21:31","The Voidz","Pink Ocean",2507
"2255","2022-10-18 21:31","Gus Dapperton","My Favorite Fish",29721
"2256","2022-10-18 21:31","Slaughter Beach, Dog","Acolyte",2948
"2257","2022-10-18 21:33","Crumb","Ghostride",18808
"2258","2022-10-18 21:33","Yellow Days","The Way Things Change",8591
"2259","2022-10-18 21:33","Valee","Womp Womp",65178
"2260","2022-10-18 21:33","Rihanna","Consideration",4272
"2261","2022-10-18 21:33","Lexi Todd","Window Shopping",22894
"2262","2022-10-18 21:35","Maurice Ravel","String Quartet in F Major, M. 35: II. Assez vif, tres rhythme",18947
"2263","2022-10-18 21:35","Lime Cordiale","Dirt Cheap",8452
"2264","2022-10-18 21:35","Mark Ronson","Daffodils (feat. Kevin Parker)",68731
"2265","2022-10-18 21:36","Foo Fighters","The Pretender",49899
"2266","2022-10-18 21:36","Arizona Zervas","ROXANNE",31857
"2267","2022-10-18 21:36","Peach Pit","Shampoo Bottles",3413
"2268","2022-10-18 21:37","Manwolves","Reaper",0
"2269","2022-10-18 21:37","Post Animal","Ralphie",0
"2270","2022-10-18 21:37","Tame Impala","Lost In Yesterday",0
"2271","2022-10-18 21:37","Broken Bells","Good Luck",0
"2272","2022-10-18 21:38","Pinegrove","Spiral",36075
"2273","2022-10-18 21:42","Trudy and the Romance","Is There a Place I Can Go",6106
"2274","2022-10-18 21:42","DEVOTED","Santa Fe",1834
"2275","2022-10-18 21:42","Blood Orange","You're Not Good Enough",2043
"2276","2022-10-18 21:42","Mac Miller","Blue World",2507
"2277","2022-10-18 21:42","Slow Pulp","Steel Birds",2205
"2278","2022-10-18 21:42","Mac Miller","Good News",1695
"2279","2022-10-18 21:42","Harry Styles","Golden",1323
"2280","2022-10-18 21:42","Harry Styles","She",1880
"2281","2022-10-18 21:42","Old Man Canyon","It Just Comes and Goes",2786
"2282","2022-10-18 21:42","Pinegrove","Darkness",222749
"2283","2022-10-18 22:11","Ryo Fukui","Early Summer",2438
