"track_name","min_played","artist_name","artist_id","album_id","album_type","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","disc_number","duration_ms","explicit","track_href","is_local","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"HOPE",273.199533333333,"NF","6fOMl44jA4Sp5b9PpYCkzz","6zaisPwfcIAfdUGPj3mmGY","album","2023-04-07","2023","day","0.546","0.787","0","-4.023","0","0.212","0.396","0","0.0619","0.497","100.559","0EgLxY52mpGsXETyEsgVlP","https://api.spotify.com/v1/audio-analysis/0EgLxY52mpGsXETyEsgVlP","3","1","264473","FALSE","https://api.spotify.com/v1/tracks/0EgLxY52mpGsXETyEsgVlP","FALSE",NA,"1","track","spotify:track:0EgLxY52mpGsXETyEsgVlP","https://open.spotify.com/track/0EgLxY52mpGsXETyEsgVlP","HOPE","C","minor","C minor"
"I Miss The Days",248.430683333333,"NF","6fOMl44jA4Sp5b9PpYCkzz","46xdC4Qcvscfs3Ai2RIHcv","album","2019-07-26","2019","day","0.719","0.768","11","-5.658","0","0.19","0.345","0","0.104","0.0979","137.887","3ebfDw8WEbf0DxGh47R2lo","https://api.spotify.com/v1/audio-analysis/3ebfDw8WEbf0DxGh47R2lo","4","1","269184","FALSE","https://api.spotify.com/v1/tracks/3ebfDw8WEbf0DxGh47R2lo","FALSE",NA,"13","track","spotify:track:3ebfDw8WEbf0DxGh47R2lo","https://open.spotify.com/track/3ebfDw8WEbf0DxGh47R2lo","The Search","B","minor","B minor"
"Desert Scene",216.840383333333,"Uncle Chris","1EUzyYvatkdogNrYYSxfOn","66vV4K8eoBoAAG17iNM5IV","album","2020-07-24","2020","day","0.527","0.397","11","-11.025","0","0.0582","0.716","0.901","0.156","0.0824","68.153","2E9XZB1GACy4pXPu7jVFri","https://api.spotify.com/v1/audio-analysis/2E9XZB1GACy4pXPu7jVFri","4","1","440493","FALSE","https://api.spotify.com/v1/tracks/2E9XZB1GACy4pXPu7jVFri","FALSE","https://p.scdn.co/mp3-preview/a38caa2e24659190542568decc56f07f3b2f3b0d?cid=c754a384dab5409faec10df188bbe142","1","track","spotify:track:2E9XZB1GACy4pXPu7jVFri","https://open.spotify.com/track/2E9XZB1GACy4pXPu7jVFri","Uncle Chris","B","minor","B minor"
"Slow Song (with Dragonette)",210.7071,"The Knocks","2x7EATekOPhFGRx3syMGEC","7L4utcNcdpI1cKbqjRhgNq","album","2022-12-16","2022","day","0.77","0.743","6","-3.251","1","0.0299","0.0205","3e-04","0.144","0.843","123.014","5cDurEYJvCEWbXvCLdehOk","https://api.spotify.com/v1/audio-analysis/5cDurEYJvCEWbXvCLdehOk","4","1","253723","FALSE","https://api.spotify.com/v1/tracks/5cDurEYJvCEWbXvCLdehOk","FALSE","https://p.scdn.co/mp3-preview/22f99f3dcc2269c92ae8a1e5783dd7b82b90f06a?cid=c754a384dab5409faec10df188bbe142","9","track","spotify:track:5cDurEYJvCEWbXvCLdehOk","https://open.spotify.com/track/5cDurEYJvCEWbXvCLdehOk","HISTORY (Deluxe)","F#","major","F# major"
"Slow Song (with Dragonette)",210.7071,"The Knocks","2x7EATekOPhFGRx3syMGEC","6IwONZNPHt81ip42NboklH","album","2022-04-29","2022","day","0.77","0.743","6","-3.251","1","0.0299","0.0205","3e-04","0.144","0.843","123.014","6zTbYrkYJSiNOw6jL7nM5H","https://api.spotify.com/v1/audio-analysis/6zTbYrkYJSiNOw6jL7nM5H","4","1","253723","FALSE","https://api.spotify.com/v1/tracks/6zTbYrkYJSiNOw6jL7nM5H","FALSE","https://p.scdn.co/mp3-preview/22f99f3dcc2269c92ae8a1e5783dd7b82b90f06a?cid=c754a384dab5409faec10df188bbe142","8","track","spotify:track:6zTbYrkYJSiNOw6jL7nM5H","https://open.spotify.com/track/6zTbYrkYJSiNOw6jL7nM5H","HISTORY","F#","major","F# major"
"End of Beginning",168.887016666667,"Djo","5p9HO3XC5P3BLxJs5Mtrhm","4JDXBZdRPId4devseaAOKH","album","2022-09-16","2022","day","0.689","0.454","2","-7.643","1","0.0584","0.0351","0.00259","0.0707","0.912","159.982","3qhlB30KknSejmIvZZLjOD","https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD","4","1","159245","FALSE","https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD","FALSE","https://p.scdn.co/mp3-preview/2f6f0965be46144eca9212258c7a2988376727a1?cid=c754a384dab5409faec10df188bbe142","6","track","spotify:track:3qhlB30KknSejmIvZZLjOD","https://open.spotify.com/track/3qhlB30KknSejmIvZZLjOD","DECIDE","D","major","D major"
"MAN ON THE MOON",157.830683333333,"BROCKHAMPTON","1Bl6wpkWCQ4KVgnASpvzzA","0EICXG4UBIAUOKVlfBGipA","album","2022-11-18","2022","day","0.736","0.737","7","-7.726","1","0.0437","0.0732","0.631","0.109","0.534","145.006","3UdquFlgsSBKueNRHgjOiG","https://api.spotify.com/v1/audio-analysis/3UdquFlgsSBKueNRHgjOiG","4","1","240600","FALSE","https://api.spotify.com/v1/tracks/3UdquFlgsSBKueNRHgjOiG","FALSE","https://p.scdn.co/mp3-preview/247875bd10508b438ea60a48ec0534d43273dab5?cid=c754a384dab5409faec10df188bbe142","6","track","spotify:track:3UdquFlgsSBKueNRHgjOiG","https://open.spotify.com/track/3UdquFlgsSBKueNRHgjOiG","TM","G","major","G major"
"Let You Down",148.157883333333,"NF","6fOMl44jA4Sp5b9PpYCkzz","1KOmHyNLuOe5YrPhD3Juuf","album","2017-10-06","2017","day","0.662","0.714","5","-5.68","0","0.121","0.312","0","0.179","0.464","147.997","52okn5MNA47tk87PeZJLEL","https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL","4","1","212120","FALSE","https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL","FALSE",NA,"6","track","spotify:track:52okn5MNA47tk87PeZJLEL","https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL","Perception","F","minor","F minor"
"Unholy (feat. Kim Petras)",147.542666666667,"Sam Smith","2wY79sveU1sp5g7SokKOiI","5BNUgsVK7qqfFnV046qHfW","album","2023-04-12","2023","day","0.712","0.463","2","-7.399","1","0.0797","0.011","2.96e-06","0.301","0.206","131.199","59Qn1jFsY0qCNJqEvyvqdZ","https://api.spotify.com/v1/audio-analysis/59Qn1jFsY0qCNJqEvyvqdZ","4","1","156943","FALSE","https://api.spotify.com/v1/tracks/59Qn1jFsY0qCNJqEvyvqdZ","FALSE",NA,"6","track","spotify:track:59Qn1jFsY0qCNJqEvyvqdZ","https://open.spotify.com/track/59Qn1jFsY0qCNJqEvyvqdZ","Gloria (Special Edition)","D","major","D major"
"Unholy (feat. Kim Petras)",147.542666666667,"Sam Smith","2wY79sveU1sp5g7SokKOiI","3Uq1jNGnD412ZvCb6j2DKV","album","2023-01-27","2023","day","0.712","0.463","2","-7.399","1","0.0797","0.011","2.96e-06","0.301","0.206","131.199","0NZPBYD5qbEWRs3PrGiRkT","https://api.spotify.com/v1/audio-analysis/0NZPBYD5qbEWRs3PrGiRkT","4","1","156943","FALSE","https://api.spotify.com/v1/tracks/0NZPBYD5qbEWRs3PrGiRkT","FALSE",NA,"6","track","spotify:track:0NZPBYD5qbEWRs3PrGiRkT","https://open.spotify.com/track/0NZPBYD5qbEWRs3PrGiRkT","Gloria","D","major","D major"
"Have You Ever Loved a Woman (Live) [Remastered]",144.725783333333,"Fleetwood Mac","08GQAI4eElDnROBrJRGE0X","3mlM7EnbGFBqcYNZ32ULWh","album","2019-11-15","2019","day","0.536","0.226","7","-10.216","0","0.0348","0.409","0.00277","0.638","0.485","147.892","4n2Tg72baVuFKcs7w8Qz4I","https://api.spotify.com/v1/audio-analysis/4n2Tg72baVuFKcs7w8Qz4I","3","1","470936","FALSE","https://api.spotify.com/v1/tracks/4n2Tg72baVuFKcs7w8Qz4I","FALSE","https://p.scdn.co/mp3-preview/5bbbb01ad983e6858d6b8ff605453936457f9d55?cid=c754a384dab5409faec10df188bbe142","9","track","spotify:track:4n2Tg72baVuFKcs7w8Qz4I","https://open.spotify.com/track/4n2Tg72baVuFKcs7w8Qz4I","Before the Beginning - 1968-1970 Rare Live & Demo Sessions (Remastered)","G","minor","G minor"
"The Search",140.604116666667,"NF","6fOMl44jA4Sp5b9PpYCkzz","46xdC4Qcvscfs3Ai2RIHcv","album","2019-07-26","2019","day","0.789","0.789","2","-4.813","1","0.298","0.598","0","0.099","0.37","119.95","3oLe5ZILASG8vU5dxIMfLY","https://api.spotify.com/v1/audio-analysis/3oLe5ZILASG8vU5dxIMfLY","4","1","248053","FALSE","https://api.spotify.com/v1/tracks/3oLe5ZILASG8vU5dxIMfLY","FALSE",NA,"1","track","spotify:track:3oLe5ZILASG8vU5dxIMfLY","https://open.spotify.com/track/3oLe5ZILASG8vU5dxIMfLY","The Search","D","major","D major"
"Qué Pasó",139.44415,"Robby Hunter Band","20LhC1gJIZQvzwrrHprZiJ","3KPT3r3inPE1digX0YnDck","album","2013-07-31","2013","day","0.809","0.647","5","-7.227","0","0.0954","0.207","4.48e-05","0.101","0.931","106.993","0qma4f76IWTiQEun3zcSyo","https://api.spotify.com/v1/audio-analysis/0qma4f76IWTiQEun3zcSyo","4","1","154860","TRUE","https://api.spotify.com/v1/tracks/0qma4f76IWTiQEun3zcSyo","FALSE","https://p.scdn.co/mp3-preview/dffe2e61a240d245ce7822ccbd54a8ae6f0d0249?cid=c754a384dab5409faec10df188bbe142","7","track","spotify:track:0qma4f76IWTiQEun3zcSyo","https://open.spotify.com/track/0qma4f76IWTiQEun3zcSyo","Magic City Hippies","F","minor","F minor"
"Jeannie Becomes A Mom",133.19435,"Caroline Rose","06W84OT2eFUNVwG85UsxJw","2ztVsnlMAsHqVe1BjoICnr","album","2018-02-23","2018","day","0.618","0.802","5","-4.792","1","0.0265","0.00151","0.0211","0.252","0.567","102.008","5iEOCpoeZDAGae1IycuPxh","https://api.spotify.com/v1/audio-analysis/5iEOCpoeZDAGae1IycuPxh","4","1","261153","FALSE","https://api.spotify.com/v1/tracks/5iEOCpoeZDAGae1IycuPxh","FALSE","https://p.scdn.co/mp3-preview/b8012aabe452f33c642014805f79abcfc97ba521?cid=c754a384dab5409faec10df188bbe142","4","track","spotify:track:5iEOCpoeZDAGae1IycuPxh","https://open.spotify.com/track/5iEOCpoeZDAGae1IycuPxh","LONER","F","major","F major"
"NEW SHOES",125.94425,"BROCKHAMPTON","1Bl6wpkWCQ4KVgnASpvzzA","0EICXG4UBIAUOKVlfBGipA","album","2022-11-18","2022","day","0.809","0.557","6","-9.645","0","0.247","0.175","4.41e-06","0.122","0.734","158.048","4Cy0RmJ3wVnlfdDlzqoZ1H","https://api.spotify.com/v1/audio-analysis/4Cy0RmJ3wVnlfdDlzqoZ1H","4","1","198293","TRUE","https://api.spotify.com/v1/tracks/4Cy0RmJ3wVnlfdDlzqoZ1H","FALSE","https://p.scdn.co/mp3-preview/e19d4a190c11d78d15ae63365a807029292d8438?cid=c754a384dab5409faec10df188bbe142","4","track","spotify:track:4Cy0RmJ3wVnlfdDlzqoZ1H","https://open.spotify.com/track/4Cy0RmJ3wVnlfdDlzqoZ1H","TM","F#","minor","F# minor"
"I'm Not Here To Make Friends",122.992333333333,"Sam Smith","2wY79sveU1sp5g7SokKOiI","5BNUgsVK7qqfFnV046qHfW","album","2023-04-12","2023","day","0.698","0.895","0","-4.439","1","0.0628","0.172","1.45e-05","0.409","0.838","114.914","2m9sMrdX6IrjCH4ioODy7a","https://api.spotify.com/v1/audio-analysis/2m9sMrdX6IrjCH4ioODy7a","4","1","229604","FALSE","https://api.spotify.com/v1/tracks/2m9sMrdX6IrjCH4ioODy7a","FALSE",NA,"11","track","spotify:track:2m9sMrdX6IrjCH4ioODy7a","https://open.spotify.com/track/2m9sMrdX6IrjCH4ioODy7a","Gloria (Special Edition)","C","major","C major"
"I'm Not Here To Make Friends",122.992333333333,"Sam Smith","2wY79sveU1sp5g7SokKOiI","3Uq1jNGnD412ZvCb6j2DKV","album","2023-01-27","2023","day","0.698","0.895","0","-4.439","1","0.0628","0.172","1.45e-05","0.409","0.838","114.914","3i0FkJYlU4MFfYkjFHXXAM","https://api.spotify.com/v1/audio-analysis/3i0FkJYlU4MFfYkjFHXXAM","4","1","229604","FALSE","https://api.spotify.com/v1/tracks/3i0FkJYlU4MFfYkjFHXXAM","FALSE",NA,"11","track","spotify:track:3i0FkJYlU4MFfYkjFHXXAM","https://open.spotify.com/track/3i0FkJYlU4MFfYkjFHXXAM","Gloria","C","major","C major"
"Rich Spirit",121.6117,"Kendrick Lamar","2YZyLoL8N0Wb9xBt1NhZWg","79ONNoS4M9tfIA1mYLBYVX","album","2022-05-13","2022","day","0.852","0.421","10","-9.153","0","0.208","0.428","2.28e-06","0.106","0.457","95.977","1QPreu0BNOrUfEb8HTd2qG","https://api.spotify.com/v1/audio-analysis/1QPreu0BNOrUfEb8HTd2qG","4","1","202285","TRUE","https://api.spotify.com/v1/tracks/1QPreu0BNOrUfEb8HTd2qG","FALSE",NA,"7","track","spotify:track:1QPreu0BNOrUfEb8HTd2qG","https://open.spotify.com/track/1QPreu0BNOrUfEb8HTd2qG","Mr. Morale & The Big Steppers","A#","minor","A# minor"
"Charleston Girl (Live)",120.744516666667,"Tyler Childers","13ZEDW6vyBF12HYcZRr4EV","7lf0m3iNU59X4r8udCQcB6","album","2018-06-29","2018","day","0.374","0.585","8","-9.436","1","0.054","0.748","0","0.821","0.654","176.859","3R6yNicsZrWF8ybl02imcB","https://api.spotify.com/v1/audio-analysis/3R6yNicsZrWF8ybl02imcB","4","1","179720","FALSE","https://api.spotify.com/v1/tracks/3R6yNicsZrWF8ybl02imcB","FALSE","https://p.scdn.co/mp3-preview/de495d46b6d885fa6af62d38e9f8d2c58bd07c6d?cid=c754a384dab5409faec10df188bbe142","3","track","spotify:track:3R6yNicsZrWF8ybl02imcB","https://open.spotify.com/track/3R6yNicsZrWF8ybl02imcB","Live on Red Barn Radio I & II","G#","major","G# major"
"NEXUS",118.331433333333,"Hiroyuki Sawano","0Riv2KnFcLZA3JSVryRg4y","1QZBK8EZ4KSQTlunvEwL7o","album","2019-05-24","2019","day","0.717","0.936","11","-3.554","0","0.0578","0.0813","1.71e-06","0.0988","0.53","110.006","3LJxaJZ1W39xaSpniM53k3","https://api.spotify.com/v1/audio-analysis/3LJxaJZ1W39xaSpniM53k3","4","1","229266","FALSE","https://api.spotify.com/v1/tracks/3LJxaJZ1W39xaSpniM53k3","FALSE","https://p.scdn.co/mp3-preview/bb8560f4e573911565a09d78adb76221f30fac5a?cid=c754a384dab5409faec10df188bbe142","8","track","spotify:track:3LJxaJZ1W39xaSpniM53k3","https://open.spotify.com/track/3LJxaJZ1W39xaSpniM53k3","「プロメア」オリジナルサウンドトラック","B","minor","B minor"
"Take Your Problems to the Disco",114.29425,"Stolen Gin","6sItBAb1Jl3KiNo6o3G0mG","4sPiQ8oc5VPaZqvsTRF3kU","album","2022-10-28","2022","day","0.707","0.845","1","-6.063","1","0.0586","0.102","4.82e-05","0.18","0.917","123.986","4D9UxNHa3lF08IYAI5wAEL","https://api.spotify.com/v1/audio-analysis/4D9UxNHa3lF08IYAI5wAEL","4","1","209597","FALSE","https://api.spotify.com/v1/tracks/4D9UxNHa3lF08IYAI5wAEL","FALSE","https://p.scdn.co/mp3-preview/86805ac5757f39200f38776b6361dd144d57c017?cid=c754a384dab5409faec10df188bbe142","5","track","spotify:track:4D9UxNHa3lF08IYAI5wAEL","https://open.spotify.com/track/4D9UxNHa3lF08IYAI5wAEL","No Tonic","C#","major","C# major"
"Lost",114.25315,"Frank Ocean","2h93pZq0e7k5yf4dywlkpM","392p3shh2jkxUxY2VHvlH8","album","2012-07-10","2012","day","0.913","0.603","8","-4.892","1","0.226","0.0272","0.000503","0.167","0.497","123.061","3GZD6HmiNUhxXYf8Gch723","https://api.spotify.com/v1/audio-analysis/3GZD6HmiNUhxXYf8Gch723","4","1","234093","TRUE","https://api.spotify.com/v1/tracks/3GZD6HmiNUhxXYf8Gch723","FALSE",NA,"11","track","spotify:track:3GZD6HmiNUhxXYf8Gch723","https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723","channel ORANGE","G#","major","G# major"
"Lost",114.25315,"Linkin Park","6XyY86QOPPrYVGvF9ch6wz","3Q9wXhEAX7NYCPP0hxIuDz","album","2023-04-07","2023","day","0.596","0.798","0","-4.63","1","0.0285","0.00412","0","0.338","0.459","105.01","3RQHAFkEHiFHQ7qmMpKRdv","https://api.spotify.com/v1/audio-analysis/3RQHAFkEHiFHQ7qmMpKRdv","4","6","199342","FALSE","https://api.spotify.com/v1/tracks/3RQHAFkEHiFHQ7qmMpKRdv","FALSE","https://p.scdn.co/mp3-preview/effd763b0241c4973a3ebad491ac7fd13c93e6c5?cid=c754a384dab5409faec10df188bbe142","1","track","spotify:track:3RQHAFkEHiFHQ7qmMpKRdv","https://open.spotify.com/track/3RQHAFkEHiFHQ7qmMpKRdv","Meteora 20th Anniversary Edition","C","major","C major"
"KEEP IT SOUTHERN",108.569616666667,"BROCKHAMPTON","1Bl6wpkWCQ4KVgnASpvzzA","0EICXG4UBIAUOKVlfBGipA","album","2022-11-18","2022","day","0.699","0.713","11","-7.129","1","0.192","0.0953","0","0.224","0.75","83.085","1sNBHeUSm0zmol4taxYhzY","https://api.spotify.com/v1/audio-analysis/1sNBHeUSm0zmol4taxYhzY","4","1","117333","TRUE","https://api.spotify.com/v1/tracks/1sNBHeUSm0zmol4taxYhzY","FALSE","https://p.scdn.co/mp3-preview/bbd341a5b2a68b55e79a26db2ea3df6e9d7f687e?cid=c754a384dab5409faec10df188bbe142","5","track","spotify:track:1sNBHeUSm0zmol4taxYhzY","https://open.spotify.com/track/1sNBHeUSm0zmol4taxYhzY","TM","B","major","B major"
"Feathered Indians",106.602633333333,"Tyler Childers","13ZEDW6vyBF12HYcZRr4EV","35LcGAeeMwVeIJrDpB3Gkz","album","2017-08-04","2017","day","0.536","0.574","7","-6.705","1","0.0254","0.75","0.00277","0.105","0.877","87.194","2tgQaL85WoRfgEa4hFQgrE","https://api.spotify.com/v1/audio-analysis/2tgQaL85WoRfgEa4hFQgrE","4","1","224946","TRUE","https://api.spotify.com/v1/tracks/2tgQaL85WoRfgEa4hFQgrE","FALSE","https://p.scdn.co/mp3-preview/c94b286f003f6aa9e3141b4496db809aeaa70ead?cid=c754a384dab5409faec10df188bbe142","2","track","spotify:track:2tgQaL85WoRfgEa4hFQgrE","https://open.spotify.com/track/2tgQaL85WoRfgEa4hFQgrE","Purgatory","G","major","G major"
"wide eyed",104.180516666667,"JAWNY","25pd339V2rRJo84USlcSRP","3i09IRJLqeRM9v92W7phES","album","2023-03-03","2023","day","0.68","0.742","9","-4.334","1","0.0652","0.0548","1.31e-06","0.0881","0.919","127.49","7ynlcugXrMR1QegulDdErn","https://api.spotify.com/v1/audio-analysis/7ynlcugXrMR1QegulDdErn","4","1","214068","FALSE","https://api.spotify.com/v1/tracks/7ynlcugXrMR1QegulDdErn","FALSE",NA,"4","track","spotify:track:7ynlcugXrMR1QegulDdErn","https://open.spotify.com/track/7ynlcugXrMR1QegulDdErn","It’s Never Fair, Always True","A","major","A major"
"DOA",102.2399,"Hiroyuki Sawano","0Riv2KnFcLZA3JSVryRg4y","3WDkuVqT1OfkTdCyYQ2gXa","album","2013","2013","year","0.573","0.879","2","-4.853","0","0.19","0.000176","0.00304","0.349","0.539","137.936","3oID0W8xzgfMWD5KFop4xA","https://api.spotify.com/v1/audio-analysis/3oID0W8xzgfMWD5KFop4xA","4","1","206026","FALSE","https://api.spotify.com/v1/tracks/3oID0W8xzgfMWD5KFop4xA","FALSE","https://p.scdn.co/mp3-preview/2ba35c41af8f8a6dea5077ebcf9dbe1242679769?cid=c754a384dab5409faec10df188bbe142","8","track","spotify:track:3oID0W8xzgfMWD5KFop4xA","https://open.spotify.com/track/3oID0W8xzgfMWD5KFop4xA","TV Anime ""Attack on Titan"" Original Soundtrack","D","minor","D minor"
"Welcome Home",101.6783,"Coheed and Cambria","3utxjLheHaVEd9bPjQRsy8","4nYsnQpTAQaPzrPc6rOsBN","album","2005-01-15","2005","day","0.442","0.951","11","-5.27","1","0.11","0.00648","1.12e-06","0.0887","0.158","154.004","42GP0xKtkolBnmqQRvSllO","https://api.spotify.com/v1/audio-analysis/42GP0xKtkolBnmqQRvSllO","4","1","374973","TRUE","https://api.spotify.com/v1/tracks/42GP0xKtkolBnmqQRvSllO","FALSE","https://p.scdn.co/mp3-preview/b260c54f0f741f348fa88a9686a9364243ed67f5?cid=c754a384dab5409faec10df188bbe142","3","track","spotify:track:42GP0xKtkolBnmqQRvSllO","https://open.spotify.com/track/42GP0xKtkolBnmqQRvSllO","Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness","B","major","B major"
"By and By",95.9276166666667,"Caamp","0wyMPXGfOuQzNR54ujR9Ix","4Ib3LE6FimfhNVnY7Tc1zM","album","2019-07-26","2019","day","0.584","0.474","9","-7.981","1","0.0258","0.796","2.69e-06","0.115","0.332","101.457","75nZ4W6quZhI55LKiqCXWh","https://api.spotify.com/v1/audio-analysis/75nZ4W6quZhI55LKiqCXWh","4","1","280794","FALSE","https://api.spotify.com/v1/tracks/75nZ4W6quZhI55LKiqCXWh","FALSE","https://p.scdn.co/mp3-preview/169d42e3186ff95c4be7a3215ed2de6c6e99467d?cid=c754a384dab5409faec10df188bbe142","11","track","spotify:track:75nZ4W6quZhI55LKiqCXWh","https://open.spotify.com/track/75nZ4W6quZhI55LKiqCXWh","By and By","A","major","A major"
"Eat Your Young",92.89445,"Hozier","2FXC3k01G6Gw61bmprjgqS","3gF9KIynrJaC80HbVayPMx","album","2023-08-18","2023","day","0.546","0.599","7","-6.442","0","0.0286","0.35","0.0686","0.256","0.331","90","2SXx7Ofa79CeJfio98aJcG","https://api.spotify.com/v1/audio-analysis/2SXx7Ofa79CeJfio98aJcG","4","1","243946","FALSE","https://api.spotify.com/v1/tracks/2SXx7Ofa79CeJfio98aJcG","FALSE","https://p.scdn.co/mp3-preview/8ee1bc8dab872019abe1064bc81c0772ae215990?cid=c754a384dab5409faec10df188bbe142","6","track","spotify:track:2SXx7Ofa79CeJfio98aJcG","https://open.spotify.com/track/2SXx7Ofa79CeJfio98aJcG","Unreal Unearth","G","minor","G minor"
"Pretty When You’re High",92.7285833333333,"Dorothy","6IOvhXyk5edbA2DVaeP9Up","3Wl7Bde5TcxZX3ZJweBE9d","album","2018-03-09","2018","day","0.384","0.785","7","-3.961","1","0.0382","0.0996","2.26e-06","0.306","0.389","143.943","0NbPHisUKFBsTJHa9qEkfR","https://api.spotify.com/v1/audio-analysis/0NbPHisUKFBsTJHa9qEkfR","4","1","205026","TRUE","https://api.spotify.com/v1/tracks/0NbPHisUKFBsTJHa9qEkfR","FALSE",NA,"3","track","spotify:track:0NbPHisUKFBsTJHa9qEkfR","https://open.spotify.com/track/0NbPHisUKFBsTJHa9qEkfR","28 Days In The Valley","G","major","G major"
"When I Grow Up",90.7397333333333,"NF","6fOMl44jA4Sp5b9PpYCkzz","46xdC4Qcvscfs3Ai2RIHcv","album","2019-07-26","2019","day","0.817","0.814","2","-3.985","1","0.185","0.32","0","0.152","0.247","109.994","5rLyYxZNzca00ENADO9m54","https://api.spotify.com/v1/audio-analysis/5rLyYxZNzca00ENADO9m54","4","1","196800","FALSE","https://api.spotify.com/v1/tracks/5rLyYxZNzca00ENADO9m54","FALSE",NA,"8","track","spotify:track:5rLyYxZNzca00ENADO9m54","https://open.spotify.com/track/5rLyYxZNzca00ENADO9m54","The Search","D","major","D major"
"Swimming Pool",90.5649333333333,"Millie Turner","53GC8IrnkJXGO7znOiv4tD","3JhChzcEpWxTWn23BbWaxq","album","2019-11-15","2019","day","0.74","0.719","9","-7.189","0","0.0458","0.222","2.68e-06","0.101","0.51","119.973","1znEijY4qCgPM1A6KDURKr","https://api.spotify.com/v1/audio-analysis/1znEijY4qCgPM1A6KDURKr","4","1","223853","FALSE","https://api.spotify.com/v1/tracks/1znEijY4qCgPM1A6KDURKr","FALSE","https://p.scdn.co/mp3-preview/917d0234a4b14576921e3e934358fd0ffdeffbdf?cid=c754a384dab5409faec10df188bbe142","4","track","spotify:track:1znEijY4qCgPM1A6KDURKr","https://open.spotify.com/track/1znEijY4qCgPM1A6KDURKr","Hide+Seek","A","minor","A minor"
"Shut Down",88.47655,"BLACKPINK","41MozSoPIsD1dJM0CLPjZF","7jaSNQUBJbvfbZHLNFrV7P","album","2022-09-16","2022","day","0.82","0.686","0","-5.102","1","0.038","0.00412","0","0.184","0.668","110.058","0ARKW62l9uWIDYMZTUmJHF","https://api.spotify.com/v1/audio-analysis/0ARKW62l9uWIDYMZTUmJHF","3","1","175889","FALSE","https://api.spotify.com/v1/tracks/0ARKW62l9uWIDYMZTUmJHF","FALSE",NA,"2","track","spotify:track:0ARKW62l9uWIDYMZTUmJHF","https://open.spotify.com/track/0ARKW62l9uWIDYMZTUmJHF","BORN PINK","C","major","C major"
"Falling",87.9480166666667,"Harry Styles","6KImCVD70vtIoJWnq6nGn3","7xV2TzoaVc0ycW7fwBwAml","album","2019-12-13","2019","day","0.567","0.267","4","-6.502","1","0.0299","0.839","1.46e-06","0.089","0.0592","110.011","1ZMiCix7XSAbfAJlEZWMCp","https://api.spotify.com/v1/audio-analysis/1ZMiCix7XSAbfAJlEZWMCp","4","1","240133","FALSE","https://api.spotify.com/v1/tracks/1ZMiCix7XSAbfAJlEZWMCp","FALSE","https://p.scdn.co/mp3-preview/8d18a1a78e59131bf03cba65d124f803f5834ef6?cid=c754a384dab5409faec10df188bbe142","6","track","spotify:track:1ZMiCix7XSAbfAJlEZWMCp","https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp","Fine Line","E","major","E major"
"Falling",87.9480166666667,"Florence + The Machine","1moxjboGR7GNWYIMWsRjgG","58nHLzYWPr0YhsECvy7Ihw","album","2009-07-03","2009","day","0.447","0.299","0","-10.127","1","0.0317","0.786","0.0993","0.132","0.0752","113.349","5USpq8hlmeHaYDLj5jsIRR","https://api.spotify.com/v1/audio-analysis/5USpq8hlmeHaYDLj5jsIRR","4","1","213626","FALSE","https://api.spotify.com/v1/tracks/5USpq8hlmeHaYDLj5jsIRR","FALSE",NA,"19","track","spotify:track:5USpq8hlmeHaYDLj5jsIRR","https://open.spotify.com/track/5USpq8hlmeHaYDLj5jsIRR","Lungs (10th Anniversary Edition)","C","major","C major"
"Falling",87.9480166666667,"Florence + The Machine","1moxjboGR7GNWYIMWsRjgG","2KAK58PimXHF4lSoKO3RxA","album","2009-01-01","2009","day","0.429","0.328","0","-9.009","1","0.0312","0.798","0.137","0.137","0.06","113.376","1kzR6WiyF7aCtbjUsQZ4ID","https://api.spotify.com/v1/audio-analysis/1kzR6WiyF7aCtbjUsQZ4ID","4","2","215093","FALSE","https://api.spotify.com/v1/tracks/1kzR6WiyF7aCtbjUsQZ4ID","FALSE",NA,"4","track","spotify:track:1kzR6WiyF7aCtbjUsQZ4ID","https://open.spotify.com/track/1kzR6WiyF7aCtbjUsQZ4ID","Lungs","C","major","C major"
